CustomerID,Recency,Frequency,TotalSpend_x,AvgTransactionValue,LifetimeValue,CustomerLifetime,AvgDaysBetweenPurchases,RecencyScore,FrequencyScore,MonetaryScore,RFMScore,LastPurchaseDate,FirstPurchaseDate,Frequency_30d,Spend_30d,Frequency_60d,Spend_60d,Frequency_90d,Spend_90d,Frequency_365d,Spend_365d,TotalPointsEarned,AvgPointsEarned,PointsTransactions,TotalPointsRedeemed,AvgPointsRedeemed,CurrentPointsBalance,CurrentTier,CurrentPointsPerDollar,RedemptionRate,EnrollmentDate,DaysSinceEnrollment,PointsPerDollarRatio,TierNumeric,TierChanges,DaysActive,ActiveMonths,UniqueProducts,UniqueCategories,TotalItemsPurchased,TotalTransactions_x,AvgBasketSize,PurchaseVelocity,ProductDiversity,RecentFrequency,RecentSpend,RecentAvgTransaction,RecentAvgBasketSize,HistoricalFrequency,HistoricalSpend,HistoricalAvgTransaction,HistoricalAvgBasketSize,FrequencyTrend,SpendingTrend,BasketSizeTrend,FrequencyTrendDirection,SpendingTrendDirection,TotalTransactions_y,TotalSpend_y,HolidayTransactions,HolidayActivityRatio,Q1_Transactions,Q2_Transactions,Q3_Transactions,Q4_Transactions,PreferredQuarter,AvgSatisfactionScore,AvgNPSScore,RecommendationRate
CUST_00520,0.0,287.0,128718.65,448.49704,128718.65,36.0,0.1254355400696864,5.0,4.0,4.0,544.0,2024-12-31,2024-11-25,245.0,108076.32,287.0,128718.65,287.0,128718.65,287.0,128718.65,176817.0,616.0871080139373,287.0,62412.0,217.46341463414635,114405.0,Platinum,1.5,0.3529751098593461,2024-11-24,37.0,1.5,4,3.0,25.0,1.0,217.0,15.0,838.0,287.0,22.64864864864865,287.0,0.7560975609756098,287.0,128718.65,448.49704,2.9198606271777003,0.0,0.0,0.0,0.0,287.0,128718.65,2.9198606271777003,increasing,increasing,287.0,128718.65,287.0,1.0,0.0,0.0,0.0,287.0,4.0,0.0,0.0,0.0
CUST_00521,38.0,53.0,18263.78,344.5996,18263.78,582.0,10.981132075471699,2.0,3.0,3.0,233.0,2024-11-23,2023-04-21,0.0,0.0,2.0,661.06,6.0,1486.79,30.0,8784.689,19547.0,368.811320754717,53.0,6647.0,125.41509433962264,12900.0,Silver,1.15,0.3400521819204993,2023-03-14,658.0,1.15,2,1.0,16.0,19.0,51.0,14.0,126.0,53.0,7.875,2.789473684210526,0.9622641509433962,6.0,1486.79,247.79834,2.0,4.0,612.42,153.105,1.25,0.4,1.4254019,0.3333333333333333,increasing,increasing,53.0,18263.78,15.0,0.2830188679245283,11.0,18.0,9.0,15.0,2.0,2.0,2.0,0.0
CUST_00522,194.0,3.0,1277.35,425.78333,1277.35,442.0,147.33333333333334,1.0,1.0,1.0,111.0,2024-06-20,2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,677.26996,1277.0,425.6666666666667,3.0,0.0,0.0,1277.0,Bronze,1.0,0.0,2021-02-09,1421.0,1.0,1,0.0,2.0,15.0,3.0,3.0,11.0,3.0,5.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,1277.35,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,4.0,0.0
CUST_00523,6.0,73.0,31486.959,431.32822,31486.959,1049.0,14.36986301369863,5.0,3.0,3.0,533.0,2024-12-25,2022-02-10,1.0,348.69,3.0,1057.87,3.0,1057.87,23.0,11545.67,35385.0,484.7260273972603,73.0,15241.0,208.78082191780823,20144.0,Gold,1.25,0.4307192313127031,2021-07-14,1266.0,1.25,3,2.0,24.0,34.0,69.0,14.0,194.0,73.0,8.083333333333334,2.1470588235294117,0.9452054794520548,3.0,1057.87,352.62332,2.3333333333333335,7.0,4037.8901,576.84143,3.0,-0.5,-0.7378314,-0.16666666666666663,decreasing,decreasing,73.0,31486.959,26.0,0.3561643835616438,13.0,25.0,14.0,21.0,2.0,2.0,4.0,0.0
CUST_00524,27.0,348.0,125499.57,360.63095,125499.57,161.0,0.46264367816091956,3.0,4.0,4.0,344.0,2024-12-04,2024-06-26,7.0,1871.28,68.0,25688.459,129.0,48286.668,348.0,125499.57,173035.0,494.3857142857143,350.0,81568.0,233.05142857142857,91467.0,Platinum,1.5,0.4713959603548415,2024-06-25,189.0,1.5,4,3.0,63.0,5.0,252.0,15.0,862.0,348.0,12.140845070422536,69.6,0.7241379310344828,129.0,48286.668,374.31525,2.558139534883721,210.0,72726.02,346.3144,2.419047619047619,-0.38388625592417064,-0.33604228,0.04068147956209116,decreasing,decreasing,348.0,125499.57,68.0,0.19540229885057472,0.0,9.0,210.0,129.0,3.0,0.0,0.0,0.0
CUST_00525,83.0,23.0,10539.561,458.24176,10539.561,884.0,38.43478260869565,1.0,2.0,2.0,122.0,2024-10-09,2022-05-09,0.0,0.0,0.0,0.0,3.0,2073.6802,8.0,3231.3901,10675.0,464.1304347826087,23.0,2114.0,91.91304347826087,8561.0,Silver,1.15,0.1980327868852459,2021-08-09,1240.0,1.15,2,1.0,7.0,29.0,23.0,12.0,69.0,23.0,9.857142857142858,0.7931034482758621,1.0,3.0,2073.6802,691.22675,4.0,0.0,0.0,0.0,0.0,3.0,2073.6802,4.0,increasing,increasing,23.0,10539.561,9.0,0.391304347826087,4.0,10.0,1.0,8.0,2.0,0.0,0.0,0.0
CUST_00526,141.0,18.0,7591.95,421.77502,7591.95,670.0,37.22222222222222,1.0,1.0,2.0,112.0,2024-08-12,2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3445.03,7593.0,421.8333333333333,18.0,5273.0,292.94444444444446,2320.0,Bronze,1.0,0.694455419465297,2022-04-14,992.0,1.0,1,0.0,5.0,22.0,18.0,12.0,42.0,18.0,8.4,0.8181818181818182,1.0,0.0,0.0,0.0,0.0,5.0,1559.91,311.982,1.6,-0.8333333333333334,-0.99935937,-0.6153846153846154,decreasing,decreasing,18.0,7591.95,0.0,0.0,3.0,4.0,10.0,1.0,3.0,0.0,0.0,0.0
CUST_00527,2.0,1064.0,398451.62,374.48462,398451.62,1015.0,0.9539473684210527,5.0,5.0,5.0,555.0,2024-12-29,2022-03-20,26.0,11267.52,51.0,19071.44,98.0,38055.43,373.0,137900.03,584765.0,546.5093457943925,1070.0,258583.0,241.6663551401869,326182.0,Platinum,1.5,0.44219985806264056,2022-03-12,1025.0,1.5,4,3.0,123.0,33.0,438.0,15.0,2732.0,1064.0,22.211382113821138,32.24242424242424,0.4116541353383459,98.0,38055.43,388.3207,2.7551020408163267,98.0,32050.28,327.04367,2.3469387755102042,0.0,0.1873607,0.12195121951219512,stable,increasing,1064.0,398451.62,285.0,0.26785714285714285,186.0,273.0,313.0,292.0,3.0,0.0,0.0,0.0
CUST_00528,1.0,334.0,134443.7,402.52606,134443.7,1068.0,3.197604790419162,5.0,4.0,4.0,544.0,2024-12-30,2022-01-27,6.0,3380.92,11.0,4595.11,28.0,9739.36,119.0,48241.43,186423.0,554.8303571428571,336.0,82836.0,246.53571428571428,103587.0,Platinum,1.5,0.44434431373811173,2021-03-06,1396.0,1.5,4,3.0,57.0,35.0,244.0,15.0,873.0,334.0,15.31578947368421,9.542857142857143,0.7305389221556886,28.0,9739.36,347.8343,2.357142857142857,35.0,13029.75,372.27856,2.3714285714285714,-0.19444444444444445,-0.25250962,-0.004237288135593206,decreasing,decreasing,334.0,134443.7,110.0,0.32934131736526945,83.0,73.0,78.0,100.0,4.0,4.0,6.0,0.0
CUST_00529,3.0,254.0,100895.24,397.22537,100895.24,334.0,1.31496062992126,5.0,4.0,4.0,544.0,2024-12-28,2024-01-29,29.0,9749.57,45.0,16182.36,72.0,25961.39,254.0,100895.24,135457.0,529.12890625,256.0,63961.0,249.84765625,71496.0,Platinum,1.5,0.47218674560930773,2024-01-20,346.0,1.5,4,3.0,46.0,11.0,201.0,15.0,659.0,254.0,14.326086956521738,23.09090909090909,0.7913385826771654,72.0,25961.39,360.57486,2.4583333333333335,54.0,24897.37,461.06238,2.740740740740741,0.32727272727272727,0.042734586,-0.0754950495049505,increasing,stable,254.0,100895.24,78.0,0.30708661417322836,60.0,68.0,54.0,72.0,4.0,0.0,0.0,0.0
CUST_00530,2.0,1212.0,456270.12,376.4605,456270.12,1086.0,0.8960396039603961,5.0,5.0,5.0,555.0,2024-12-29,2022-01-08,33.0,12228.42,82.0,30660.28,119.0,47415.27,403.0,155143.69,675550.0,552.823240589198,1222.0,332456.0,272.05891980360065,343094.0,Platinum,1.5,0.49212641551328545,2020-07-09,1636.0,1.5,4,3.0,141.0,36.0,451.0,15.0,3156.0,1212.0,22.382978723404257,33.666666666666664,0.3721122112211221,119.0,47415.27,398.44763,2.672268907563025,92.0,33078.4,359.54782,2.4239130434782608,0.2903225806451613,0.43340784,0.07253568093904227,increasing,increasing,1212.0,456270.12,405.0,0.3341584158415842,292.0,321.0,274.0,325.0,4.0,0.0,0.0,0.0
CUST_00531,99.0,15.0,5549.91,369.99402,5549.91,236.0,15.733333333333333,1.0,1.0,1.0,111.0,2024-09-23,2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5549.91,5550.0,370.0,15.0,0.0,0.0,5550.0,Bronze,1.0,0.0,2023-11-25,402.0,1.0,1,0.0,4.0,8.0,14.0,10.0,36.0,15.0,9.0,1.875,0.9333333333333333,0.0,0.0,0.0,0.0,8.0,2690.27,336.28375,2.0,-0.8888888888888888,-0.9996284,-0.6666666666666666,decreasing,decreasing,15.0,5549.91,4.0,0.26666666666666666,4.0,3.0,8.0,0.0,3.0,0.0,0.0,0.0
CUST_00532,15.0,25.0,10101.09,404.04358,10101.09,754.0,30.16,4.0,2.0,2.0,422.0,2024-12-16,2022-11-23,3.0,1234.04,3.0,1234.04,5.0,2837.3,9.0,4491.0503,10125.0,405.0,25.0,2602.0,104.08,7523.0,Silver,1.15,0.25698765432098764,2022-08-21,863.0,1.15,2,1.0,10.0,25.0,24.0,12.0,68.0,25.0,6.8,1.0,0.96,5.0,2837.3,567.46,2.6,2.0,1422.64,711.32,3.0,1.0,0.9936922,-0.09999999999999998,increasing,increasing,25.0,10101.09,8.0,0.32,3.0,3.0,6.0,13.0,4.0,0.0,0.0,0.0
CUST_00533,59.0,14.0,5476.4897,391.17783,5476.4897,840.0,60.0,2.0,1.0,1.0,211.0,2024-11-02,2022-07-16,0.0,0.0,4.0,1078.86,4.0,1078.86,6.0,1243.24,5477.0,391.2142857142857,14.0,0.0,0.0,5477.0,Bronze,1.0,0.0,2021-08-12,1237.0,1.0,1,0.0,5.0,28.0,14.0,9.0,35.0,14.0,7.0,0.5,1.0,4.0,1078.86,269.715,2.75,0.0,0.0,0.0,0.0,4.0,1078.86,2.75,increasing,increasing,14.0,5476.4897,8.0,0.5714285714285714,4.0,2.0,4.0,4.0,1.0,4.0,8.0,1.0
CUST_00534,47.0,421.0,172325.02,409.3231,172325.02,288.0,0.684085510688836,2.0,4.0,4.0,244.0,2024-11-14,2024-01-31,0.0,0.0,22.0,8448.79,65.0,26550.99,421.0,172325.02,242034.0,574.9026128266033,421.0,135756.0,322.4608076009501,106278.0,Platinum,1.5,0.5608964029847047,2024-01-27,339.0,1.5,4,3.0,66.0,9.0,290.0,15.0,1103.0,421.0,15.985507246376812,46.77777777777778,0.6888361045130641,65.0,26550.99,408.47678,2.753846153846154,123.0,50940.55,414.15082,2.7804878048780486,-0.46774193548387094,-0.47877538,-0.007047146401985064,decreasing,decreasing,421.0,172325.02,67.0,0.15914489311163896,107.0,126.0,123.0,65.0,2.0,0.0,0.0,0.0
CUST_00535,2.0,959.0,393258.88,410.0718,393258.88,80.0,0.08342022940563086,5.0,5.0,5.0,555.0,2024-12-29,2024-10-10,374.0,155568.39,785.0,332564.4,959.0,393258.88,959.0,393258.88,577107.0,598.0383419689119,965.0,198592.0,205.79481865284973,378515.0,Platinum,1.5,0.3441164290157631,2024-10-09,83.0,1.5,4,3.0,55.0,3.0,428.0,15.0,2647.0,959.0,24.28440366972477,319.6666666666667,0.44629822732012514,959.0,393258.88,410.0718,2.7601668404588113,0.0,0.0,0.0,0.0,959.0,393258.88,2.7601668404588113,increasing,increasing,959.0,393258.88,785.0,0.8185610010427529,0.0,0.0,0.0,959.0,4.0,5.0,8.0,1.0
CUST_00536,35.0,13.0,4463.23,343.32538,4463.23,795.0,61.15384615384615,2.0,1.0,1.0,211.0,2024-11-26,2022-09-23,0.0,0.0,2.0,325.02002,2.0,325.02002,7.0,2736.55,4463.0,343.3076923076923,13.0,0.0,0.0,4463.0,Bronze,1.0,0.0,2021-04-22,1349.0,1.0,1,0.0,4.0,26.0,13.0,8.0,29.0,13.0,7.25,0.5,1.0,2.0,325.02002,162.51001,1.5,0.0,0.0,0.0,0.0,2.0,325.02002,1.5,increasing,increasing,13.0,4463.23,2.0,0.15384615384615385,5.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0
CUST_00537,1.0,771.0,316723.66,410.79593,316723.66,66.0,0.08560311284046693,5.0,5.0,5.0,555.0,2024-12-30,2024-10-25,274.0,122929.06,629.0,262322.75,771.0,316723.66,771.0,316723.66,462930.0,592.7400768245839,781.0,234729.0,300.5492957746479,228201.0,Platinum,1.5,0.5070507420128313,2024-10-25,67.0,1.5,4,3.0,48.0,2.0,390.0,15.0,2082.0,771.0,24.785714285714285,385.5,0.5058365758754864,771.0,316723.66,410.79593,2.700389105058366,0.0,0.0,0.0,0.0,771.0,316723.66,2.700389105058366,increasing,increasing,771.0,316723.66,629.0,0.8158236057068742,0.0,0.0,0.0,771.0,4.0,0.0,0.0,0.0
CUST_00538,97.0,28.0,11146.4,398.08572,11146.4,870.0,31.071428571428573,1.0,2.0,2.0,122.0,2024-09-25,2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3534.2,11439.0,394.44827586206895,29.0,0.0,0.0,11439.0,Silver,1.15,0.0,2020-12-22,1470.0,1.15,2,1.0,8.0,29.0,27.0,14.0,78.0,28.0,9.75,0.9655172413793104,0.9642857142857143,0.0,0.0,0.0,0.0,4.0,960.43,240.1075,2.75,-0.8,-0.9989599,-0.7333333333333333,decreasing,decreasing,28.0,11146.4,6.0,0.21428571428571427,6.0,12.0,6.0,4.0,2.0,0.0,0.0,0.0
CUST_00539,15.0,10.0,2952.19,295.219,2952.19,720.0,72.0,4.0,1.0,1.0,411.0,2024-12-16,2022-12-27,1.0,200.44,1.0,200.44,1.0,200.44,1.0,200.44,2952.0,295.2,10.0,0.0,0.0,2952.0,Bronze,1.0,0.0,2022-02-11,1054.0,1.0,1,0.0,3.0,24.0,10.0,6.0,29.0,10.0,9.666666666666666,0.4166666666666667,1.0,1.0,200.44,200.44,4.0,0.0,0.0,0.0,0.0,1.0,200.44,4.0,increasing,increasing,10.0,2952.19,10.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0
CUST_00540,25.0,82.0,33115.52,403.8478,33115.52,494.0,6.024390243902439,3.0,3.0,3.0,333.0,2024-12-06,2023-07-31,3.0,409.32,9.0,3285.95,12.0,4306.15,53.0,22968.62,37470.0,456.9512195121951,82.0,13931.0,169.890243902439,23539.0,Gold,1.25,0.37179076594609023,2023-07-10,540.0,1.25,3,2.0,28.0,16.0,75.0,15.0,222.0,82.0,7.928571428571429,5.125,0.9146341463414634,12.0,4306.15,358.84583,3.0,13.0,6788.57,522.1977,2.6153846153846154,-0.07142857142857142,-0.36562255,0.10638297872340424,stable,decreasing,82.0,33115.52,29.0,0.35365853658536583,12.0,16.0,26.0,28.0,4.0,4.0,9.0,1.0
CUST_00541,56.0,65.0,28735.17,442.07953,28735.17,546.0,8.4,2.0,3.0,3.0,233.0,2024-11-05,2023-05-09,0.0,0.0,4.0,1135.56,6.0,1842.26,37.0,15718.65,32004.0,492.3692307692308,65.0,16123.0,248.04615384615386,15881.0,Gold,1.25,0.5037807774028247,2023-04-12,629.0,1.25,3,2.0,20.0,18.0,64.0,15.0,169.0,65.0,8.45,3.611111111111111,0.9846153846153847,6.0,1842.26,307.04333,2.1666666666666665,6.0,2746.26,457.71,2.6666666666666665,0.0,-0.32905513,-0.13636363636363638,stable,decreasing,65.0,28735.17,17.0,0.26153846153846155,8.0,22.0,21.0,14.0,2.0,5.0,10.0,1.0
CUST_00542,33.0,384.0,143029.73,372.47327,143029.73,282.0,0.734375,3.0,4.0,4.0,344.0,2024-11-28,2024-02-20,0.0,0.0,39.0,17391.98,62.0,24274.541,384.0,143029.73,198961.0,515.4430051813472,386.0,114407.0,296.3911917098446,84554.0,Platinum,1.5,0.5750222405396033,2024-02-19,316.0,1.5,4,3.0,70.0,9.0,273.0,15.0,968.0,384.0,13.444444444444445,42.666666666666664,0.7109375,62.0,24274.541,391.52484,2.6774193548387095,141.0,52549.9,372.6943,2.524822695035461,-0.5563380281690141,-0.5380566,0.04329201012526766,decreasing,decreasing,384.0,143029.73,51.0,0.1328125,49.0,132.0,141.0,62.0,3.0,0.0,0.0,0.0
CUST_00543,45.0,749.0,292491.38,390.5092,292491.38,1013.0,1.3524699599465955,2.0,5.0,5.0,255.0,2024-11-16,2022-02-07,0.0,0.0,20.0,11145.93,37.0,15738.43,220.0,84756.26,426150.0,563.6904761904761,756.0,152614.0,201.87037037037038,273536.0,Platinum,1.5,0.358122726739411,2022-01-27,1069.0,1.5,4,3.0,85.0,33.0,389.0,15.0,1922.0,749.0,22.611764705882354,22.696969696969695,0.5193591455273698,37.0,15738.43,425.36298,2.7027027027027026,55.0,23500.5,427.28183,2.4727272727272727,-0.32142857142857145,-0.3302798,0.06622329135418141,decreasing,decreasing,749.0,292491.38,223.0,0.2977303070761015,184.0,203.0,190.0,172.0,2.0,4.0,7.0,1.0
CUST_00544,95.0,1219.0,450158.94,369.28543,450158.94,598.0,0.49056603773584906,1.0,5.0,5.0,155.0,2024-09-27,2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,561.0,203669.78,665455.0,541.4605370219691,1229.0,290042.0,235.99837266069974,375413.0,Platinum,1.5,0.4358551667655965,2023-02-04,696.0,1.5,4,3.0,149.0,20.0,447.0,15.0,3039.0,1219.0,20.26,60.95,0.3666940114848236,0.0,0.0,0.0,0.0,166.0,55792.78,336.1011,2.3674698795180724,-0.9940119760479041,-0.99998206,-0.7030411449016101,decreasing,decreasing,1219.0,450158.94,294.0,0.24118129614438064,321.0,377.0,344.0,177.0,2.0,0.0,0.0,0.0
CUST_00545,16.0,29.0,12421.0205,428.31107,12421.0205,982.0,33.86206896551724,3.0,2.0,2.0,322.0,2024-12-15,2022-04-08,4.0,904.68,4.0,904.68,4.0,904.68,10.0,5864.9,12863.0,443.55172413793105,29.0,6774.0,233.58620689655172,6089.0,Silver,1.15,0.526626758920936,2020-12-11,1481.0,1.15,2,1.0,11.0,32.0,27.0,13.0,82.0,29.0,7.454545454545454,0.90625,0.9310344827586207,4.0,904.68,226.17,2.5,1.0,1073.76,1073.76,4.0,1.5,-0.15731886,-0.3,increasing,decreasing,29.0,12421.0205,8.0,0.27586206896551724,4.0,10.0,9.0,6.0,2.0,1.0,0.0,0.0
CUST_00546,6.0,884.0,358200.97,405.2047,358200.97,1077.0,1.2183257918552035,5.0,5.0,5.0,555.0,2024-12-25,2022-01-13,19.0,8896.2705,33.0,15385.17,59.0,26461.45,304.0,132106.2,525754.0,589.4103139013453,892.0,184485.0,206.82174887892376,341269.0,Platinum,1.5,0.35089604643997,2021-03-06,1396.0,1.5,4,3.0,108.0,35.0,420.0,15.0,2294.0,884.0,21.24074074074074,25.257142857142856,0.4751131221719457,59.0,26461.45,448.49915,2.6610169491525424,56.0,25749.7,459.81607,2.6785714285714284,0.05263157894736842,0.027640026,-0.004772091492512697,stable,stable,884.0,358200.97,260.0,0.29411764705882354,241.0,239.0,231.0,173.0,1.0,0.0,0.0,0.0
CUST_00547,0.0,223.0,101619.6,455.69327,101619.6,59.0,0.2645739910313901,5.0,4.0,4.0,544.0,2024-12-31,2024-11-02,143.0,65535.4,223.0,101619.6,223.0,101619.6,223.0,101619.6,136172.0,607.9107142857143,224.0,44391.0,198.17410714285714,91781.0,Platinum,1.5,0.3259921276033252,2024-10-29,63.0,1.5,4,3.0,34.0,2.0,181.0,15.0,623.0,223.0,15.575,111.5,0.8116591928251121,223.0,101619.6,455.69327,2.7937219730941703,0.0,0.0,0.0,0.0,223.0,101619.6,2.7937219730941703,increasing,increasing,223.0,101619.6,223.0,1.0,0.0,0.0,0.0,223.0,4.0,3.0,6.0,0.0
CUST_00548,84.0,13.0,4392.85,337.91156,4392.85,740.0,56.92307692307692,1.0,1.0,1.0,111.0,2024-10-08,2022-09-29,0.0,0.0,0.0,0.0,2.0,283.6,6.0,2095.83,4394.0,338.0,13.0,0.0,0.0,4394.0,Bronze,1.0,0.0,2021-06-06,1304.0,1.0,1,0.0,4.0,24.0,13.0,9.0,35.0,13.0,8.75,0.5416666666666666,1.0,2.0,283.6,141.8,2.0,0.0,0.0,0.0,0.0,2.0,283.6,2.0,increasing,increasing,13.0,4392.85,4.0,0.3076923076923077,4.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0
CUST_00549,0.0,242.0,97419.37,402.55936,97419.37,96.0,0.39669421487603307,5.0,4.0,4.0,544.0,2024-12-31,2024-09-26,88.0,39036.29,153.0,64429.8,223.0,89336.4,242.0,97419.37,131063.0,537.1434426229508,244.0,66015.0,270.5532786885246,65048.0,Platinum,1.5,0.5036890655638891,2024-09-22,100.0,1.5,4,3.0,37.0,3.0,200.0,15.0,611.0,242.0,14.547619047619047,80.66666666666667,0.8264462809917356,223.0,89336.4,400.61166,2.5291479820627805,19.0,8082.97,425.4195,2.473684210526316,10.2,10.051179,0.015966843321103426,increasing,increasing,242.0,97419.37,153.0,0.6322314049586777,0.0,0.0,19.0,223.0,4.0,0.0,0.0,0.0
CUST_00550,8.0,293.0,120515.12,411.3144,120515.12,1067.0,3.641638225255973,4.0,4.0,4.0,444.0,2024-12-23,2022-01-21,3.0,1784.72,14.0,5199.34,18.0,8553.69,86.0,36020.69,164395.0,561.0750853242321,293.0,55999.0,191.12286689419795,108396.0,Platinum,1.5,0.3406368806837191,2020-07-24,1621.0,1.5,4,3.0,53.0,35.0,231.0,15.0,749.0,293.0,14.132075471698114,8.371428571428572,0.78839590443686,18.0,8553.69,475.20502,2.8333333333333335,12.0,6399.99,533.3325,2.75,0.46153846153846156,0.3364636,0.02222222222222226,increasing,increasing,293.0,120515.12,108.0,0.36860068259385664,79.0,73.0,75.0,66.0,1.0,3.0,5.0,0.0
CUST_00551,10.0,324.0,121254.47,374.2422,121254.47,1072.0,3.308641975308642,4.0,4.0,4.0,444.0,2024-12-21,2022-01-14,15.0,7702.02,28.0,11518.4,34.0,13588.49,107.0,38246.63,165529.0,510.891975308642,324.0,72619.0,224.1327160493827,92910.0,Platinum,1.5,0.43870862507476033,2021-01-20,1441.0,1.5,4,3.0,61.0,35.0,244.0,15.0,836.0,324.0,13.704918032786885,9.257142857142858,0.7530864197530864,34.0,13588.49,399.66147,2.6176470588235294,22.0,8467.53,384.88773,2.4545454545454546,0.5217391304347826,0.6047047,0.04721362229102167,increasing,increasing,324.0,121254.47,121.0,0.3734567901234568,84.0,79.0,81.0,80.0,1.0,0.0,0.0,0.0
CUST_00552,363.0,5.0,2312.09,462.41803,2312.09,376.0,75.2,1.0,1.0,1.0,111.0,2024-01-03,2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1068.65,2312.0,462.4,5.0,1322.0,264.4,990.0,Bronze,1.0,0.5717993079584776,2020-01-19,1808.0,1.0,1,0.0,2.0,12.0,5.0,4.0,16.0,5.0,8.0,0.4166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,2312.09,5.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0
CUST_00553,75.0,43.0,14326.89,333.18347,14326.89,471.0,10.953488372093023,1.0,2.0,2.0,122.0,2024-10-17,2023-07-04,0.0,0.0,0.0,0.0,5.0,2176.8599,22.0,7462.07,15006.0,348.9767441860465,43.0,6316.0,146.88372093023256,8690.0,Silver,1.15,0.4208983073437292,2023-06-02,578.0,1.15,2,1.0,17.0,15.0,41.0,15.0,109.0,43.0,6.411764705882353,2.8666666666666667,0.9534883720930233,5.0,2176.8599,435.37198,2.8,7.0,2352.11,336.01572,2.5714285714285716,-0.25,-0.074476,0.06399999999999989,decreasing,stable,43.0,14326.89,10.0,0.23255813953488372,4.0,6.0,16.0,17.0,4.0,0.0,0.0,0.0
CUST_00554,15.0,40.0,17850.58,446.2645,17850.58,491.0,12.275,4.0,2.0,3.0,423.0,2024-12-16,2023-08-13,4.0,2004.3999,5.0,3149.24,5.0,3149.24,24.0,10615.561,19030.0,475.75,40.0,15557.0,388.925,3473.0,Silver,1.15,0.8174986862848135,2023-07-03,547.0,1.15,2,1.0,14.0,16.0,39.0,15.0,111.0,40.0,7.928571428571429,2.5,0.975,5.0,3149.24,629.848,3.6,8.0,2076.55,259.56876,2.375,-0.3333333333333333,0.51632446,0.362962962962963,decreasing,increasing,40.0,17850.58,13.0,0.325,3.0,8.0,13.0,16.0,4.0,0.0,0.0,0.0
CUST_00555,67.0,1528.0,596958.56,390.6797,596958.56,534.0,0.3494764397905759,2.0,5.0,5.0,255.0,2024-10-25,2023-05-10,0.0,0.0,0.0,0.0,75.0,30480.26,906.0,360570.03,886048.0,574.9824789097988,1541.0,406548.0,263.82089552238807,479500.0,Platinum,1.5,0.458832930044422,2023-05-08,603.0,1.5,4,3.0,176.0,18.0,472.0,15.0,3917.0,1528.0,21.28804347826087,84.88888888888889,0.3089005235602094,75.0,30480.26,406.40347,2.52,262.0,95039.79,362.74728,2.4198473282442747,-0.7110266159695817,-0.67928237,0.029285714285714314,decreasing,decreasing,1528.0,596958.56,327.0,0.21400523560209425,302.0,402.0,519.0,305.0,3.0,0.0,0.0,0.0
CUST_00556,2.0,5.0,1774.05,354.81,1774.05,0.0,0.0,5.0,1.0,1.0,511.0,2024-12-29,2024-12-29,5.0,1774.05,5.0,1774.05,5.0,1774.05,5.0,1774.05,1774.0,354.8,5.0,0.0,0.0,1774.0,Bronze,1.0,0.0,2023-04-29,612.0,1.0,1,0.0,1.0,1.0,5.0,5.0,9.0,5.0,9.0,5.0,1.0,5.0,1774.05,354.81,1.8,0.0,0.0,0.0,0.0,5.0,1774.05,1.8,increasing,increasing,5.0,1774.05,5.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0
CUST_00557,191.0,7.0,1879.12,268.4457,1879.12,690.0,98.57142857142857,1.0,1.0,1.0,111.0,2024-06-23,2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.08,1878.0,268.2857142857143,7.0,0.0,0.0,1878.0,Bronze,1.0,0.0,2022-01-04,1092.0,1.0,1,0.0,4.0,23.0,7.0,5.0,21.0,7.0,5.25,0.30434782608695654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.0,1879.12,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
